#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1526491861396.png,324904,{},5,3,"{""name"":""polygon"",""all_points_x"":[122,173,189,250,228,205,168,139,126],""all_points_y"":[194,96,93,204,220,233,231,231,219]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491861396.png,324904,{},5,4,"{""name"":""polygon"",""all_points_x"":[357,398,421,425],""all_points_y"":[3,43,46,3]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491862391.png,169445,{},0,0,{},{}
1526491863399.png,330242,{},1,0,"{""name"":""polygon"",""all_points_x"":[29,64,131,170,181,175,151,125,76,33],""all_points_y"":[210,313,306,269,223,190,167,166,172,199]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491864400.png,316708,{},2,0,"{""name"":""polygon"",""all_points_x"":[289,315,356,404,444,455,448,437,421,380,351,315,293],""all_points_y"":[98,201,229,233,216,185,151,118,95,77,64,69,79]}","{""blurry"":""yes"",""crystal form"":""alpha"",""crowd"":""no""}"
1526491864400.png,316708,{},2,1,"{""name"":""polygon"",""all_points_x"":[497,496,539,570,625,649,685,707,735,757,781,785,797,799],""all_points_y"":[600,597,559,560,509,513,517,525,543,558,571,574,565,600]}","{""blurry"":""yes"",""crystal form"":""alpha"",""crowd"":""no""}"
1526491865400.png,325064,{},2,0,"{""name"":""polygon"",""all_points_x"":[224,153,238,312,409,312],""all_points_y"":[597,478,363,351,503,599]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491865400.png,325064,{},2,1,"{""name"":""polygon"",""all_points_x"":[591,565,620,693,757,761,737,707,666,624,592],""all_points_y"":[295,337,408,420,395,370,316,290,279,277,287]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491866404.png,347329,{},3,0,"{""name"":""polygon"",""all_points_x"":[0,37,47,59,81,111,125,131,124,120,128,127,113,100,93,1],""all_points_y"":[174,193,185,189,169,117,97,75,63,51,37,27,7,3,4,2]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491866404.png,347329,{},3,1,"{""name"":""polygon"",""all_points_x"":[292,292,295,305,333,341,348,357,363,375,401,397,391,358,349,330,325],""all_points_y"":[447,435,422,407,366,351,348,349,360,373,419,431,441,511,516,512,505]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491866404.png,347329,{},3,2,"{""name"":""polygon"",""all_points_x"":[402,413,420,428,436,479,485,475,468,457,449,402,402],""all_points_y"":[399,377,369,366,369,403,411,440,454,455,459,419,399]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491867398.png,321167,{},3,0,"{""name"":""polygon"",""all_points_x"":[1,25,42,58,74,89,107,129,147,161,175,183,191,177,155,0],""all_points_y"":[141,130,125,119,117,117,123,130,137,148,167,179,186,201,211,225]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491867398.png,321167,{},3,1,"{""name"":""polygon"",""all_points_x"":[291,365,413,325,290],""all_points_y"":[115,175,97,41,112]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491867398.png,321167,{},3,2,"{""name"":""polygon"",""all_points_x"":[798,752,742,717,724,764,799],""all_points_y"":[26,50,81,106,215,229,213]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491868400.png,333284,{},4,0,"{""name"":""polygon"",""all_points_x"":[0,16,78,90,143,218,218,126,31,-1],""all_points_y"":[260,260,183,170,174,190,231,334,321,340]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491868400.png,333284,{},4,1,"{""name"":""polygon"",""all_points_x"":[181,196,221,246,277,315,337,360,375,384,383,379,365,337,312,286,252,238,221,193],""all_points_y"":[323,287,251,237,240,235,244,246,259,280,298,304,313,351,369,377,373,364,360,335]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491868400.png,333284,{},4,2,"{""name"":""polygon"",""all_points_x"":[421,431,453,487,505,510,499,486,475,453,433],""all_points_y"":[131,181,207,213,200,179,159,136,119,113,118]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491868400.png,333284,{},4,3,"{""name"":""polygon"",""all_points_x"":[800,721,708,706,706,712,720,730,800],""all_points_y"":[333,282,305,328,373,397,407,417,454]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491869402.png,343760,{},10,0,"{""name"":""polygon"",""all_points_x"":[20,11,28,38,55,66,77,95,99,98,92,84,77,75,55,20],""all_points_y"":[381,347,308,283,270,266,267,280,284,299,345,357,359,373,383,381]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491869402.png,343760,{},10,1,"{""name"":""polygon"",""all_points_x"":[103,99,103,109,120,175,188,197,202,208,201,195,189,154,147,139,129],""all_points_y"":[409,380,361,353,347,303,294,295,316,387,407,412,420,438,437,435,433]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491869402.png,343760,{},10,2,"{""name"":""polygon"",""all_points_x"":[193,174,173,177,199,220,238,257,269,294,307,313,312,294,284,267,193],""all_points_y"":[442,457,479,501,530,551,557,551,539,525,517,499,459,428,421,403,442]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491869402.png,343760,{},10,3,"{""name"":""polygon"",""all_points_x"":[418,400,399,399,403,409,419,433,449,465,471,470,467,451,433],""all_points_y"":[138,166,207,245,281,303,311,309,304,283,261,237,166,150,136]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491869402.png,343760,{},10,4,"{""name"":""polygon"",""all_points_x"":[433,429,434,449,461,476,485,493,497,499,491,476,467,455,448],""all_points_y"":[341,363,381,395,399,392,377,359,339,321,309,311,309,315,318]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491869402.png,343760,{},10,5,"{""name"":""polygon"",""all_points_x"":[493,473,445,448,471,491,503,520,540,551,569,567,531,515],""all_points_y"":[172,198,237,271,282,287,294,287,265,239,203,189,176,165]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491869402.png,343760,{},10,6,"{""name"":""polygon"",""all_points_x"":[421,447,469,485,497,509,516,520,513,502,487,475,469,461,445,436,427,422,417,415],""all_points_y"":[335,346,352,341,322,300,283,267,259,249,251,247,244,247,265,283,309,315,317,323]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491869402.png,343760,{},10,7,"{""name"":""polygon"",""all_points_x"":[503,479,470,463,461,467,472,479,485,492,494,501,509,531,550,563,574,583,618,621,623,621,624,631,620,619,609,608,603],""all_points_y"":[2,33,56,70,86,105,117,136,149,159,171,185,192,197,192,180,162,147,114,105,94,86,75,67,27,18,11,10,3]}","{""blurry"":""yes"",""crystal form"":""alpha"",""crowd"":""yes""}"
1526491869402.png,343760,{},10,8,"{""name"":""polygon"",""all_points_x"":[389,363,363,398,425,440,464,479,505,513,503,489,469,449,429,408,397,389],""all_points_y"":[45,65,91,118,124,137,139,139,125,89,61,43,36,33,28,31,36,45]}","{""blurry"":""yes"",""crystal form"":""alpha"",""crowd"":""yes""}"
1526491869402.png,343760,{},10,9,"{""name"":""polygon"",""all_points_x"":[485,505,523,529,517,501,488,473,457,444,430,424,407,400,389,382,403,423,435,447,456,475,485],""all_points_y"":[5,22,43,59,65,69,75,81,77,66,69,66,61,53,39,21,23,13,8,7,1,1,5]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491870401.png,321029,{},2,0,"{""name"":""polygon"",""all_points_x"":[257,247,251,275,302,322,347,363,365,357,336,314,289,265,257],""all_points_y"":[187,219,239,247,250,247,233,209,179,149,145,159,167,181,187]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491870401.png,321029,{},2,1,"{""name"":""polygon"",""all_points_x"":[461,471,491,510,527,529,533,545,544,537,525,505,483,465,461,460,463,461],""all_points_y"":[267,291,295,287,274,265,255,213,203,198,195,201,214,228,243,253,277,267]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491871399.png,318364,{},6,0,"{""name"":""polygon"",""all_points_x"":[85,80,74,76,67,69,76,114,120,123,127,126,120,112,106,80,85],""all_points_y"":[353,354,360,370,422,432,439,462,448,435,419,380,376,370,366,355,353]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491871399.png,318364,{},6,1,"{""name"":""polygon"",""all_points_x"":[791,785,776,764,756,717,705,692,679,665,660,664,679,687,709,730,749,762,776,778,786,795,797,798,791],""all_points_y"":[199,191,191,190,195,207,216,234,257,289,312,326,341,347,341,336,337,329,317,304,282,256,227,208,199]}","{""crowd"":""no"",""blurry"":""no"",""crystal form"":""alpha""}"
1526491871399.png,318364,{},6,2,"{""name"":""polygon"",""all_points_x"":[270,278,294,310,325,325,309,301,286,268,261,270],""all_points_y"":[251,243,230,243,253,275,286,297,303,293,273,251]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491871399.png,318364,{},6,3,"{""name"":""polygon"",""all_points_x"":[137,153,169,179,197,219,261,271,288,285,277,273,261,244,224,208,193,185,168,153,137,123,115,121,129,137],""all_points_y"":[291,248,246,246,246,256,288,304,323,335,364,383,401,415,414,407,401,393,384,372,357,346,326,315,295,291]}","{""blurry"":""yes"",""crystal form"":""alpha"",""crowd"":""no""}"
1526491871399.png,318364,{},6,4,"{""name"":""polygon"",""all_points_x"":[85,94,101,113,129,145,182,185,191,193,183,177,163,145,128,115,104,97,95,97,84,82,85],""all_points_y"":[353,335,329,323,323,319,332,355,377,401,417,426,433,434,441,439,434,418,403,391,379,361,353]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""yes""}"
1526491872396.png,212315,{},4,0,"{""name"":""polygon"",""all_points_x"":[122,180,194,196,191,180,170,158,143,119,107,95,91,80,62,53,39,37,36,38,41,53,69,99,122],""all_points_y"":[226,195,161,130,107,91,78,64,58,58,66,73,81,84,89,96,108,131,152,171,195,218,225,225,226]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491872396.png,212315,{},4,1,"{""name"":""polygon"",""all_points_x"":[380,365,362,367,378,403,435,454,469,467,471,461,455,443,429,407,387,380],""all_points_y"":[158,140,113,90,79,64,48,39,39,65,87,118,139,149,155,161,161,158]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491872396.png,212315,{},4,2,"{""name"":""polygon"",""all_points_x"":[797,765,747,716,691,671,656,659,677,699,715,724,727,737,744,761,768,779,787,795,797,797],""all_points_y"":[149,127,116,116,116,102,93,81,75,75,72,56,37,24,15,9,9,9,12,15,21,149]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491872396.png,212315,{},4,3,"{""name"":""polygon"",""all_points_x"":[23,21,37,53,77,82,77,63,46,38,23,23],""all_points_y"":[390,368,359,364,366,386,396,405,408,409,405,390]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491873404.png,326139,{},4,0,"{""name"":""polygon"",""all_points_x"":[725,721,718,702,683,604,589,592,596,725],""all_points_y"":[597,560,532,520,515,498,508,539,600,597]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491873404.png,326139,{},4,1,"{""name"":""polygon"",""all_points_x"":[469,502,523,533,524,480,460,448,441,439,447,469],""all_points_y"":[281,260,249,229,207,196,200,204,216,226,279,281]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491873404.png,326139,{},4,2,"{""name"":""polygon"",""all_points_x"":[184,209,322,337,322,297,200,191,174,182,184],""all_points_y"":[345,365,332,295,282,268,294,305,325,336,345]}","{""crystal form"":""beta"",""blurry"":""no"",""crowd"":""no""}"
1526491873404.png,326139,{},4,3,"{""name"":""polygon"",""all_points_x"":[310,226,187,164,161,196,235,244,305,310],""all_points_y"":[117,144,161,158,141,118,108,117,109,117]}","{""crystal form"":""beta"",""blurry"":""yes"",""crowd"":""no""}"
1526491874403.png,325574,{},3,0,"{""name"":""polygon"",""all_points_x"":[331,355,374,385,392,404,416,419,422,416,413,403,391,377,360,351,346,340,334,331],""all_points_y"":[43,38,37,45,54,72,84,96,111,122,125,134,129,126,125,116,103,87,66,43]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491874403.png,325574,{},3,1,"{""name"":""polygon"",""all_points_x"":[637,650,658,671,759,767,761,739,731,718,709,644,644,643,640,621,626,630,637],""all_points_y"":[371,407,409,409,354,345,303,265,260,261,266,299,309,318,325,351,368,372,371]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491874403.png,325574,{},3,2,"{""name"":""polygon"",""all_points_x"":[196,200,216,229,241,253,256,258,272,299,306,317,326,336,331,334,332,196],""all_points_y"":[593,569,564,560,557,559,551,537,515,521,527,536,544,581,591,596,595,593]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""no""}"
1526491875404.png,318742,{},1,0,"{""name"":""polygon"",""all_points_x"":[334,360,363,365,352,334,337,315,289,259,227,210,207,202,199,201,198,207,247,274,300,334],""all_points_y"":[262,225,183,148,120,105,87,57,48,48,58,68,89,123,146,161,176,207,241,276,288,262]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491876521.png,332307,{},0,0,{},{}
1526491877410.png,324477,{},6,0,"{""name"":""polygon"",""all_points_x"":[316,347,359,356,353,342,330,321,316],""all_points_y"":[180,173,182,197,205,203,197,187,180]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""yes""}"
1526491877410.png,324477,{},6,1,"{""name"":""polygon"",""all_points_x"":[376,392,394,389,379,365,356,344,343,348,365,375,376],""all_points_y"":[163,180,197,210,216,213,201,195,176,167,156,156,163]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""yes""}"
1526491877410.png,324477,{},6,2,"{""name"":""polygon"",""all_points_x"":[389,397,415,445,469,487,497,497,496,490,484,476,467,458,431,416,403,386,379,376,380,389],""all_points_y"":[162,153,159,165,177,187,203,219,230,246,258,269,261,248,244,237,231,218,209,195,176,162]}","{""crystal form"":""alpha"",""blurry"":""no"",""crowd"":""yes""}"
1526491877410.png,324477,{},6,3,"{""name"":""polygon"",""all_points_x"":[479,523,541,541,538,526,521,506,496,490,482,473,461,452,454,460,464,474,479],""all_points_y"":[267,288,279,265,242,229,224,224,222,215,212,209,207,210,227,243,255,264,267]}","{""blurry"":""no"",""crowd"":""yes"",""crystal form"":""alpha""}"
1526491877410.png,324477,{},6,4,"{""name"":""polygon"",""all_points_x"":[756,736,718,718,727,742,759,780,793,798,798,788,779,770,756],""all_points_y"":[297,308,328,351,381,395,411,417,424,423,294,291,293,294,297]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
1526491877410.png,324477,{},6,5,"{""name"":""polygon"",""all_points_x"":[4,36,47,52,52,58,61,62,61,61,55,46,44,37,28,20,13,8,1,4],""all_points_y"":[343,360,386,404,419,434,449,469,476,481,487,494,493,497,498,502,505,506,515,343]}","{""crystal form"":""alpha"",""blurry"":""yes"",""crowd"":""no""}"
